id_word,Spelling,wlen,Frequency,DomPoS,meaning,path
3710,elaborate,9,3.778,adjective,elaborado/elaborada,images/words/3710.webp
3711,sprinkle,8,3.777,verb,espolvorear,images/words/3711.webp
3712,tactical,8,3.777,adjective,táctico/táctica,images/words/3712.webp
3713,radiation,9,3.777,noun,radiación,images/words/3713.webp
3714,capitalism,10,3.777,noun,capitalismo,images/words/3714.webp
3715,awe,3,3.777,noun,asombro,images/words/3715.webp
3716,giraffe,7,3.777,noun,jirafa,images/words/3716.webp
3717,foolish,7,3.777,adjective,tonto/tonta,images/words/3717.webp
3718,fade,4,3.776,verb,desvanecerse,images/words/3718.webp
3719,weed,4,3.776,noun,hierba,images/words/3719.webp
3720,aviation,8,3.776,noun,aviación,images/words/3720.webp
3721,execution,9,3.776,noun,ejecución,images/words/3721.webp
3722,surroundings,12,3.776,noun,alrededores,images/words/3722.webp
3723,threaten,8,3.775,verb,amenazar,images/words/3723.webp
3724,spectacle,9,3.775,noun,espectáculo,images/words/3724.webp
3725,conductor,9,3.775,noun,conductor/conductora,images/words/3725.webp
3726,depressing,10,3.775,adjective,deprimente,images/words/3726.webp
3727,intellectual,12,3.775,adjective,intelectual,images/words/3727.webp
3728,cart,4,3.775,noun,carro,images/words/3728.webp
3729,glance,6,3.775,noun,vistazo,images/words/3729.webp
3730,portion,7,3.775,noun,porción,images/words/3730.webp
3731,dummy,5,3.774,noun,maniquí,images/words/3731.webp
3732,puppet,6,3.774,noun,marioneta,images/words/3732.webp
3733,heroin,6,3.774,noun,heroína,images/words/3733.webp
3734,disgrace,8,3.774,noun,desgracia,images/words/3734.webp
3735,dominate,8,3.774,verb,dominar,images/words/3735.webp
3736,intervene,9,3.774,verb,intervenir,images/words/3736.webp
3737,accessible,10,3.774,adjective,accesible,images/words/3737.webp
3738,inheritance,11,3.774,noun,herencia,images/words/3738.webp
3739,container,9,3.773,noun,contenedor,images/words/3739.webp
3740,revelation,10,3.773,noun,revelación,images/words/3740.webp
3741,resignation,11,3.773,noun,dimisión,images/words/3741.webp
3742,grasp,5,3.773,noun,agarre,images/words/3742.webp
3743,seize,5,3.773,verb,apoderarse,images/words/3743.webp
3744,loaf,4,3.772,noun,pan,images/words/3744.webp
3745,maid,4,3.772,noun,criada,images/words/3745.webp
3746,yacht,5,3.772,noun,yate,images/words/3746.webp
3747,manners,7,3.772,noun,modales,images/words/3747.webp
3748,monarchy,8,3.772,noun,monarquía,images/words/3748.webp
3749,amendment,9,3.771,noun,enmienda,images/words/3749.webp
3750,exquisite,9,3.771,adjective,exquisito/exquisita,images/words/3750.webp
3751,innovative,10,3.771,adjective,innovador/innovadora,images/words/3751.webp
3752,unpredictable,13,3.771,adjective,impredecible,images/words/3752.webp
3753,festive,7,3.771,adjective,festivo/festiva,images/words/3753.webp
3754,naive,5,3.769,adjective,ingenuo/ingenua,images/words/3754.webp
3755,rubble,6,3.769,noun,escombros,images/words/3755.webp
3756,cucumber,8,3.769,noun,pepino,images/words/3756.webp
3757,junction,8,3.769,noun,cruce,images/words/3757.webp
3758,alcoholic,9,3.769,adjective,alcohólico/alcohólica,images/words/3758.webp
3759,competitor,10,3.769,noun,competidor/competidora,images/words/3759.webp
3760,tempting,8,3.768,adjective,tentador/tentadora,images/words/3760.webp
3761,comfy,5,3.768,adjective,cómodo/cómoda,images/words/3761.webp
3762,ridge,5,3.768,noun,cordillera,images/words/3762.webp
3763,hunger,6,3.768,noun,hambre,images/words/3763.webp
3764,ethnic,6,3.767,adjective,étnico/étnica,images/words/3764.webp
3765,eighth,6,3.767,adjective,octavo/octava,images/words/3765.webp
3766,productive,10,3.767,adjective,productivo/productiva,images/words/3766.webp
3767,convenient,10,3.767,adjective,conveniente,images/words/3767.webp
3768,sock,4,3.766,noun,calcetín,images/words/3768.webp
3769,enamel,6,3.766,noun,esmalte,images/words/3769.webp
3770,await,5,3.765,verb,esperar,images/words/3770.webp
3771,hockey,6,3.765,noun,hockey,images/words/3771.webp
3772,viewer,6,3.765,noun,espectador/espectadora,images/words/3772.webp
3773,confess,7,3.765,verb,confesar,images/words/3773.webp
3774,herb,4,3.764,noun,hierba,images/words/3774.webp
3775,laser,5,3.764,noun,láser,images/words/3775.webp
3776,murderer,8,3.764,noun,asesino/asesina,images/words/3776.webp
3777,consumption,11,3.764,noun,consumo,images/words/3777.webp
3778,peculiar,8,3.763,adjective,peculiar,images/words/3778.webp
3779,email,5,3.762,noun,correo electrónico,images/words/3779.webp
3780,jewel,5,3.762,noun,joya,images/words/3780.webp
3781,disc,4,3.761,noun,disco,images/words/3781.webp
3782,scarf,5,3.761,noun,bufanda,images/words/3782.webp
3783,stare,5,3.761,verb,mirada fija,images/words/3783.webp
3784,quantity,8,3.761,noun,cantidad,images/words/3784.webp
3785,donation,8,3.76,noun,donación,images/words/3785.webp
3786,distribution,12,3.76,noun,distribución,images/words/3786.webp
3787,encouragement,13,3.76,noun,ánimo,images/words/3787.webp
3788,glaze,5,3.76,verb,vidriar,images/words/3788.webp
3789,skinny,6,3.76,noun,delgado/delgada,images/words/3789.webp
3790,hostile,7,3.76,adjective,hostil,images/words/3790.webp
3791,scout,5,3.759,noun,explorador/exploradora,images/words/3791.webp
3792,stark,5,3.759,adjective,crudo/cruda,images/words/3792.webp
3793,dentist,7,3.759,noun,dentista,images/words/3793.webp
3794,anonymous,9,3.759,adjective,anónimo/anónima,images/words/3794.webp
3795,streak,6,3.758,noun,raya,images/words/3795.webp
3796,bog,3,3.757,verb,pantano,images/words/3796.webp
3797,mat,3,3.757,noun,esterilla,images/words/3797.webp
3798,burglary,8,3.757,noun,robo con allanamiento,images/words/3798.webp
3799,incentive,9,3.757,noun,incentivo,images/words/3799.webp
3800,sparkling,9,3.757,adjective,brillante,images/words/3800.webp
3801,surrender,9,3.756,verb,rendición,images/words/3801.webp
3802,clearance,9,3.756,noun,autorización,images/words/3802.webp
3803,inappropriate,13,3.756,adjective,inapropiado/inapropiada,images/words/3803.webp
3804,ally,4,3.756,noun,aliado/aliada,images/words/3804.webp
3805,array,5,3.756,noun,matriz,images/words/3805.webp
3806,lodge,5,3.756,verb,cabaña,images/words/3806.webp
3807,donate,6,3.756,verb,donar,images/words/3807.webp
3808,extract,7,3.756,verb,extraer,images/words/3808.webp
3809,genetic,7,3.756,adjective,genético/genética,images/words/3809.webp
3810,peek,4,3.755,noun,vistazo,images/words/3810.webp
3811,sailor,6,3.755,noun,marinero/marinera,images/words/3811.webp
3812,agony,5,3.754,noun,agonía,images/words/3812.webp
3813,shades,6,3.754,noun,sombras,images/words/3813.webp
3814,pollution,9,3.754,noun,contaminación,images/words/3814.webp
3815,temptation,10,3.754,noun,tentación,images/words/3815.webp
3816,discretion,10,3.754,noun,discreción,images/words/3816.webp
3817,addiction,9,3.753,noun,adicción,images/words/3817.webp
3818,creativity,10,3.753,noun,creatividad,images/words/3818.webp
3819,glow,4,3.753,noun,resplandor,images/words/3819.webp
3820,lobby,5,3.753,noun,vestíbulo,images/words/3820.webp
3821,explode,7,3.753,verb,explotar,images/words/3821.webp
3822,cane,4,3.752,noun,caña,images/words/3822.webp
3823,faint,5,3.752,adjective,débil,images/words/3823.webp
3824,waltz,5,3.752,noun,vals,images/words/3824.webp
3825,distinct,8,3.752,adjective,distinto/distinta,images/words/3825.webp
3826,trillion,8,3.752,number,billón,images/words/3826.webp
3827,mechanical,10,3.752,adjective,mecánico/mecánica,images/words/3827.webp
3828,fisherman,9,3.751,noun,pescador/pescadora,images/words/3828.webp
3829,voyage,6,3.751,noun,viaje,images/words/3829.webp
3830,archive,7,3.75,noun,archivo,images/words/3830.webp
3831,traumatic,9,3.75,adjective,traumático/traumática,images/words/3831.webp
3832,monument,8,3.749,noun,monumento,images/words/3832.webp
3833,refurbishment,13,3.749,noun,renovación,images/words/3833.webp
3834,threshold,9,3.748,noun,umbral,images/words/3834.webp
3835,heal,4,3.748,verb,curar,images/words/3835.webp
3836,rumour,6,3.747,noun,rumor,images/words/3836.webp
3837,cocaine,7,3.747,noun,cocaína,images/words/3837.webp
3838,copying,7,3.747,noun,copia,images/words/3838.webp
3839,manufacturer,12,3.747,noun,fabricante,images/words/3839.webp
3840,absurd,6,3.746,adjective,absurdo/absurda,images/words/3840.webp
3841,spooky,6,3.746,adjective,espeluznante,images/words/3841.webp
3842,mock,4,3.745,adjective,falso/falsa,images/words/3842.webp
3843,gospel,6,3.745,noun,evangelio,images/words/3843.webp
3844,blink,5,3.744,noun,parpadeo,images/words/3844.webp
3845,asylum,6,3.744,noun,asilo,images/words/3845.webp
3846,stuffing,8,3.744,noun,relleno,images/words/3846.webp
3847,seasonal,8,3.744,adjective,estacional,images/words/3847.webp
3848,humanitarian,12,3.744,adjective,humanitario/humanitaria,images/words/3848.webp
3849,employee,8,3.743,noun,empleado/empleada,images/words/3849.webp
3850,successive,10,3.743,adjective,sucesivo/sucesiva,images/words/3850.webp
3851,trim,4,3.743,verb,recortar,images/words/3851.webp
3852,reject,6,3.743,verb,rechazar,images/words/3852.webp
3853,bout,4,3.742,noun,combate,images/words/3853.webp
3854,knot,4,3.742,noun,nudo,images/words/3854.webp
3855,publication,11,3.742,noun,publicación,images/words/3855.webp
3856,embarrassment,13,3.742,noun,vergüenza,images/words/3856.webp
3857,flush,5,3.741,adjective,descargar,images/words/3857.webp
3858,whack,5,3.741,verb,golpe,images/words/3858.webp
3859,thread,6,3.74,noun,hilo,images/words/3859.webp
3860,terminal,8,3.74,noun,terminal,images/words/3860.webp
3861,capability,10,3.74,noun,capacidad,images/words/3861.webp
3862,redundant,9,3.739,adjective,redundante,images/words/3862.webp
3863,operational,11,3.739,adjective,operativo/operativa,images/words/3863.webp
3864,crane,5,3.739,noun,grúa,images/words/3864.webp
3865,tenant,6,3.739,noun,inquilino/quilina,images/words/3865.webp
3866,stance,6,3.739,noun,postura,images/words/3866.webp
3867,ridden,6,3.738,adjective,cabalgado/cabalgada,images/words/3867.webp
3868,lecture,7,3.738,noun,conferencia,images/words/3868.webp
3869,affection,9,3.738,noun,afecto,images/words/3869.webp
3870,isolation,9,3.738,noun,aislamiento,images/words/3870.webp
3871,prediction,10,3.738,noun,predicción,images/words/3871.webp
3872,contrary,8,3.737,adjective,contrario/contraria,images/words/3872.webp
3873,equation,8,3.737,noun,ecuación,images/words/3873.webp
3874,formation,9,3.737,noun,formación,images/words/3874.webp
3875,excessive,9,3.736,adjective,excesivo/excesiva,images/words/3875.webp
3876,strengthen,10,3.736,verb,fortalecer,images/words/3876.webp
3877,suspension,10,3.736,noun,suspensión,images/words/3877.webp
3878,nip,3,3.736,verb,pellizco,images/words/3878.webp
3879,dense,5,3.736,adjective,denso/densa,images/words/3879.webp
3880,adjust,6,3.736,verb,ajustar,images/words/3880.webp
3881,tempt,5,3.735,verb,tentar,images/words/3881.webp
3882,plague,6,3.735,verb,plaga,images/words/3882.webp
3883,dome,4,3.734,noun,cúpula,images/words/3883.webp
3884,thrust,6,3.734,noun,empuje,images/words/3884.webp
3885,interpretation,14,3.734,noun,interpretación,images/words/3885.webp
3886,magician,8,3.733,noun,mago/maga,images/words/3886.webp
3887,punt,4,3.733,noun,bote,images/words/3887.webp
3888,irony,5,3.733,noun,ironía,images/words/3888.webp
3889,scorer,6,3.733,noun,marcador/marcadora,images/words/3889.webp
3890,dioxide,7,3.733,noun,dióxido,images/words/3890.webp
3891,spite,5,3.732,noun,rencor,images/words/3891.webp
3892,rejoin,6,3.732,verb,reunirse,images/words/3892.webp
3893,external,8,3.732,adjective,externo/externa,images/words/3893.webp
3894,mathematics,11,3.732,noun,matemáticas,images/words/3894.webp
3895,thorough,8,3.731,adjective,exhaustivo/exhaustiva,images/words/3895.webp
3896,diagnosis,9,3.731,noun,diagnóstico,images/words/3896.webp
3897,frying,6,3.73,adjective,fritura,images/words/3897.webp
3898,granite,7,3.73,noun,granito,images/words/3898.webp
3899,stink,5,3.729,verb,apestar,images/words/3899.webp
3900,oppose,6,3.729,verb,oponerse,images/words/3900.webp
3901,criticise,9,3.729,verb,criticar,images/words/3901.webp
3902,distinction,11,3.729,noun,distinción,images/words/3902.webp
3903,banker,6,3.728,noun,banquero/banquera,images/words/3903.webp
3904,pillow,6,3.728,noun,almohada,images/words/3904.webp
3905,batch,5,3.727,noun,lote,images/words/3905.webp
3906,wagon,5,3.727,noun,vagón,images/words/3906.webp
3907,ageing,6,3.727,adjective,envejecimiento,images/words/3907.webp
3908,lizard,6,3.727,noun,lagartija,images/words/3908.webp
3909,sherry,6,3.727,noun,jerez,images/words/3909.webp
3910,revival,7,3.727,noun,revival/renacimiento,images/words/3910.webp
3911,orbit,5,3.726,noun,órbita,images/words/3911.webp
3912,patio,5,3.726,noun,patio,images/words/3912.webp
3913,crawl,5,3.726,verb,gatear,images/words/3913.webp
3914,paddle,6,3.726,noun,pala,images/words/3914.webp
3915,fossil,6,3.726,noun,fósil,images/words/3915.webp
3916,coroner,7,3.726,noun,forense,images/words/3916.webp
3917,cuisine,7,3.726,noun,cocina,images/words/3917.webp
3918,flooring,8,3.726,noun,suelo,images/words/3918.webp
3919,unpopular,9,3.726,adjective,impopular,images/words/3919.webp
3920,distraction,11,3.726,noun,distracción,images/words/3920.webp
3921,unconscious,11,3.726,adjective,inconsciente,images/words/3921.webp
3922,superior,8,3.725,adjective,superior,images/words/3922.webp
3923,authentic,9,3.725,adjective,auténtico/auténtica,images/words/3923.webp
3924,lace,4,3.725,noun,encaje,images/words/3924.webp
3925,insult,6,3.725,noun,insulto,images/words/3925.webp
3926,walnut,6,3.725,noun,nuez,images/words/3926.webp
3927,invent,6,3.725,verb,inventar,images/words/3927.webp
3928,morale,6,3.725,noun,moral,images/words/3928.webp
3929,compass,7,3.725,noun,brújula,images/words/3929.webp
3930,mutual,6,3.723,adjective,mutuo/mutua,images/words/3930.webp
3931,twenty,6,3.723,number,veinte,images/words/3931.webp
3932,daring,6,3.723,adjective,atrevido/atrevida,images/words/3932.webp
3933,substitute,10,3.723,noun,sustituto/sustituta,images/words/3933.webp
3934,prestigious,11,3.722,adjective,prestigioso/prestigiosa,images/words/3934.webp
3935,aerial,6,3.722,adjective,aéreo/aérea,images/words/3935.webp
3936,willow,6,3.722,noun,sauce,images/words/3936.webp
3937,rummage,7,3.722,noun,rebuscar,images/words/3937.webp
3938,sadness,7,3.722,noun,tristeza,images/words/3938.webp
3939,booth,5,3.721,noun,cabina,images/words/3939.webp
3940,bully,5,3.721,noun,matón/matona,images/words/3940.webp
3941,yield,5,3.721,noun,rendimiento,images/words/3941.webp
3942,classy,6,3.721,adjective,elegante,images/words/3942.webp
3943,finale,6,3.721,noun,final,images/words/3943.webp
3944,plunge,6,3.721,noun,caída,images/words/3944.webp
3945,spiral,6,3.721,noun,espiral,images/words/3945.webp
3946,syndrome,8,3.721,noun,síndrome,images/words/3946.webp
3947,entrepreneur,12,3.721,noun,empresario/empresaria,images/words/3947.webp
3948,inspirational,13,3.721,adjective,inspirador/inspiradora,images/words/3948.webp
3949,narrative,9,3.72,noun,narrativa,images/words/3949.webp
3950,ironic,6,3.72,adjective,irónico/irónica,images/words/3950.webp
3951,bald,4,3.719,adjective,calvo/calva,images/words/3951.webp
3952,exposure,8,3.719,noun,exposición,images/words/3952.webp
3953,curriculum,10,3.719,noun,currículo,images/words/3953.webp
3954,occasional,10,3.719,adjective,ocasional,images/words/3954.webp
3955,gracious,8,3.718,adjective,agraciado/agraciada,images/words/3955.webp
3956,certainty,9,3.718,noun,certidumbre,images/words/3956.webp
3957,gilt,4,3.718,noun,dorado/dorada,images/words/3957.webp
3958,grill,5,3.718,noun,parrilla,images/words/3958.webp
3959,forum,5,3.717,noun,foro,images/words/3959.webp
3960,creep,5,3.717,verb,arrastrarse,images/words/3960.webp
3961,beetle,6,3.717,noun,escarabajo,images/words/3961.webp
3962,disposal,8,3.717,noun,eliminación,images/words/3962.webp
3963,stimulus,8,3.716,noun,estímulo,images/words/3963.webp
3964,culinary,8,3.716,adjective,culinario/culinaria,images/words/3964.webp
3965,bling,5,3.716,noun,blin,images/words/3965.webp
3966,dusty,5,3.716,adjective,polvoriento/polvorienta,images/words/3966.webp
3967,laundry,7,3.716,noun,lavandería,images/words/3967.webp
3968,gum,3,3.715,noun,encía,images/words/3968.webp
3969,rainy,5,3.715,noun,lluvioso/lluviosa,images/words/3969.webp
3970,mammal,6,3.715,noun,mamífero,images/words/3970.webp
3971,sneaky,6,3.715,adjective,furtivo/furtiva,images/words/3971.webp
3972,satisfy,7,3.715,verb,satisfacer,images/words/3972.webp
3973,petition,8,3.715,noun,petición,images/words/3973.webp
3974,sceptical,9,3.714,adjective,escéptico/escéptica,images/words/3974.webp
3975,blitz,5,3.714,noun,blitz,images/words/3975.webp
3976,clause,6,3.713,noun,cláusula,images/words/3976.webp
3977,fringe,6,3.713,noun,franja,images/words/3977.webp
3978,stool,5,3.712,noun,taburete,images/words/3978.webp
3979,aisle,5,3.712,noun,pasillo,images/words/3979.webp
3980,racism,6,3.712,noun,racismo,images/words/3980.webp
3981,eleven,6,3.712,number,once,images/words/3981.webp
3982,reader,6,3.712,noun,lector/lectora,images/words/3982.webp
3983,hotter,6,3.712,noun,más caliente,images/words/3983.webp
3984,ruthless,8,3.712,adjective,despiadado/despiadada,images/words/3984.webp
3985,illusion,8,3.712,noun,ilusión,images/words/3985.webp
3986,parachute,9,3.712,noun,paracaídas,images/words/3986.webp
3987,statutory,9,3.712,adjective,estatutario/estatutaria,images/words/3987.webp
3988,profitable,10,3.712,adjective,rentable,images/words/3988.webp
3989,adequate,8,3.71,adjective,adecuado/adecuada,images/words/3989.webp
3990,carnival,8,3.71,noun,carnaval,images/words/3990.webp
3991,persistent,10,3.71,adjective,persistente,images/words/3991.webp
3992,hollow,6,3.71,adjective,hueco/hueca,images/words/3992.webp
3993,dice,4,3.709,noun,dado,images/words/3993.webp
3994,waist,5,3.709,noun,cintura,images/words/3994.webp
3995,curly,5,3.709,adjective,rizado/rizada,images/words/3995.webp
3996,expose,6,3.709,verb,exponer,images/words/3996.webp
3997,volcanic,8,3.709,adjective,volcánico/volcánica,images/words/3997.webp
3998,propaganda,10,3.709,noun,propaganda,images/words/3998.webp
3999,recruitment,11,3.709,noun,reclutamiento,images/words/3999.webp
4000,elusive,7,3.708,adjective,escurridizo/escurridiza,images/words/4000.webp
4001,mob,3,3.707,noun,multitud,images/words/4001.webp
4002,drummer,7,3.707,noun,baterista,images/words/4002.webp
4003,judicial,8,3.707,adjective,judicial,images/words/4003.webp
4004,dedication,10,3.707,noun,dedicación,images/words/4004.webp
4005,assurance,9,3.706,noun,garantía,images/words/4005.webp
4006,dimension,9,3.706,noun,dimensión,images/words/4006.webp
4007,hymn,4,3.706,noun,himno,images/words/4007.webp
4008,bash,4,3.706,noun,golpe,images/words/4008.webp
4009,behold,6,3.706,verb,contemplar,images/words/4009.webp
4010,debris,6,3.706,noun,escombros,images/words/4010.webp
4011,zoom,4,3.705,verb,zoom,images/words/4011.webp
4012,facial,6,3.705,adjective,facial,images/words/4012.webp
4013,clarify,7,3.705,verb,aclarar,images/words/4013.webp
4014,youngster,9,3.705,noun,joven,images/words/4014.webp
4015,rebellion,9,3.704,noun,rebelión,images/words/4015.webp
4016,hub,3,3.704,noun,centro,images/words/4016.webp
4017,observe,7,3.704,verb,observar,images/words/4017.webp
4018,bleed,5,3.703,verb,sangrar,images/words/4018.webp
4019,disturb,7,3.703,verb,perturbar,images/words/4019.webp
4020,goddess,7,3.703,noun,diosa,images/words/4020.webp
4021,graphic,7,3.703,adjective,gráfico/gráfica,images/words/4021.webp
4022,terrain,7,3.703,noun,terreno,images/words/4022.webp
4023,niece,5,3.702,noun,sobrina,images/words/4023.webp
4024,heroic,6,3.702,adjective,heroico/heroica,images/words/4024.webp
4025,deliberate,10,3.702,adjective,deliberado/deliberada,images/words/4025.webp
4026,derelict,8,3.701,noun,abandonado/abandonada,images/words/4026.webp
4027,eco,3,3.7,noun,ecológico/ecológica,images/words/4027.webp
4028,edible,6,3.7,adjective,comestible,images/words/4028.webp
4029,beware,6,3.7,verb,cuidado,images/words/4029.webp
4030,tub,3,3.699,noun,bañera,images/words/4030.webp
4031,cheesy,6,3.699,adjective,cursi,images/words/4031.webp
4032,manual,6,3.699,noun,manual,images/words/4032.webp
4033,cemetery,8,3.699,noun,cementerio,images/words/4033.webp
4034,thriller,8,3.698,noun,thriller,images/words/4034.webp
4035,nuisance,8,3.698,noun,molestia,images/words/4035.webp
4036,priceless,9,3.698,adjective,invaluable,images/words/4036.webp
4037,contestant,10,3.698,adjective,concursante,images/words/4037.webp
4038,compliment,10,3.698,noun,cumplido,images/words/4038.webp
4039,laboratory,10,3.698,noun,laboratorio,images/words/4039.webp
4040,observation,11,3.698,noun,observación,images/words/4040.webp
4041,bait,4,3.698,noun,cebo,images/words/4041.webp
4042,anthem,6,3.698,noun,himno,images/words/4042.webp
4043,format,6,3.698,noun,formato,images/words/4043.webp
4044,polling,7,3.698,noun,encuesta,images/words/4044.webp
4045,rivalry,7,3.698,noun,rivalidad,images/words/4045.webp
4046,amid,4,3.697,preposition,en medio de,images/words/4046.webp
4047,verse,5,3.697,noun,verso,images/words/4047.webp
4048,magnet,6,3.697,noun,imán,images/words/4048.webp
4049,spinal,6,3.697,adjective,espinal,images/words/4049.webp
4050,decorate,8,3.697,verb,decorar,images/words/4050.webp
4051,aggression,10,3.697,noun,agresión,images/words/4051.webp
4052,irresponsible,13,3.697,adjective,irresponsable,images/words/4052.webp
4053,qualification,13,3.697,noun,calificación,images/words/4053.webp
4054,courtesy,8,3.696,noun,cortesía,images/words/4054.webp
4055,manoeuvre,9,3.696,noun,maniobra,images/words/4055.webp
4056,ripe,4,3.696,adjective,maduro/madura,images/words/4056.webp
4057,wary,4,3.696,adjective,cauto/cauta,images/words/4057.webp
4058,mentor,6,3.696,noun,mentor/mentora,images/words/4058.webp
4059,villain,7,3.696,noun,villano/villana,images/words/4059.webp
4060,smack,5,3.695,verb,chicle,images/words/4060.webp
4061,sucker,6,3.695,noun,chupador/chupadora,images/words/4061.webp
4062,wobble,6,3.695,noun,tambaleo,images/words/4062.webp
4063,sympathetic,11,3.695,adjective,compasivo/compasiva,images/words/4063.webp
4064,adventurous,11,3.694,adjective,aventurero/aventurera,images/words/4064.webp
4065,heap,4,3.694,noun,montón,images/words/4065.webp
4066,tomb,4,3.694,noun,tumba,images/words/4066.webp
4067,casual,6,3.694,adjective,informal,images/words/4067.webp
4068,burial,6,3.694,noun,entierro,images/words/4068.webp
4069,tribal,6,3.694,adjective,tribal,images/words/4069.webp
4070,eternal,7,3.694,adjective,eterno/eterna,images/words/4070.webp
4071,foil,4,3.693,noun,papel de aluminio,images/words/4071.webp
4072,micro,5,3.693,noun,micro,images/words/4072.webp
4073,groove,6,3.693,noun,ranura,images/words/4073.webp
4074,spelling,8,3.693,noun,ortografía,images/words/4074.webp
4075,remembrance,11,3.693,noun,recuerdo,images/words/4075.webp
4076,appreciation,12,3.693,noun,apreciación,images/words/4076.webp
4077,gauge,5,3.692,noun,calibre,images/words/4077.webp
4078,scrub,5,3.692,noun,estregar,images/words/4078.webp
4079,consult,7,3.692,verb,consultar,images/words/4079.webp
4080,unsure,6,3.691,adjective,inseguro/insegura,images/words/4080.webp
4081,sickness,8,3.691,noun,enfermedad,images/words/4081.webp
4082,rhetoric,8,3.69,noun,retórica,images/words/4082.webp
4083,fictional,9,3.69,adjective,ficcional,images/words/4083.webp
4084,satisfying,10,3.69,adjective,satisfactorio/satisfactoria,images/words/4084.webp
4085,donor,5,3.69,noun,donante,images/words/4085.webp
4086,logical,7,3.69,adjective,lógico/lógica,images/words/4086.webp
4087,thirsty,7,3.69,adjective,sediento/sedienta,images/words/4087.webp
4088,maze,4,3.689,noun,laberinto,images/words/4088.webp
4089,corrupt,7,3.689,adjective,corrupto/corrupta,images/words/4089.webp
4090,confront,8,3.689,verb,enfrentar,images/words/4090.webp
4091,obligation,10,3.689,noun,obligación,images/words/4091.webp
4092,splitting,9,3.687,noun,división,images/words/4092.webp
4093,refreshing,10,3.687,adjective,refrescante,images/words/4093.webp
4094,tribe,5,3.687,noun,tribu,images/words/4094.webp
4095,razor,5,3.687,noun,afeitadora,images/words/4095.webp
4096,pyjamas,7,3.687,noun,pijama,images/words/4096.webp
4097,savoury,7,3.687,noun,sabroso/sabrosa,images/words/4097.webp
4098,massage,7,3.687,noun,masaje,images/words/4098.webp
4099,fibre,5,3.686,noun,fibra,images/words/4099.webp
4100,breezy,6,3.686,adjective,ventoso/ventosa,images/words/4100.webp
4101,opener,6,3.686,noun,abridor,images/words/4101.webp
4102,monthly,7,3.686,adjective,mensual,images/words/4102.webp
4103,speedy,6,3.685,adjective,rápido/rápida,images/words/4103.webp
4104,pensioner,9,3.685,noun,pensionista,images/words/4104.webp
4105,irrelevant,10,3.685,adjective,irrelevante,images/words/4105.webp
4106,speechless,10,3.684,adjective,sin palabras,images/words/4106.webp
4107,mend,4,3.684,verb,reparar,images/words/4107.webp
4108,alter,5,3.684,verb,alterar,images/words/4108.webp
4109,iceberg,7,3.684,noun,iceberg,images/words/4109.webp
4110,fist,4,3.683,noun,puño,images/words/4110.webp
4111,blunt,5,3.683,adjective,contundente,images/words/4111.webp
4112,recap,5,3.683,noun,recapitulación,images/words/4112.webp
4113,tidal,5,3.683,adjective,mareal,images/words/4113.webp
4114,gadget,6,3.683,noun,artilugio,images/words/4114.webp
4115,gravel,6,3.683,noun,grava,images/words/4115.webp
4116,uncover,7,3.683,verb,descubrir,images/words/4116.webp
4117,receipt,7,3.683,noun,recibo,images/words/4117.webp
4118,accountant,10,3.683,noun,contador/contadora,images/words/4118.webp
4119,instructor,10,3.683,noun,instructor/instructora,images/words/4119.webp
4120,westerly,8,3.682,adjective,occidental,images/words/4120.webp
4121,grit,4,3.682,noun,arena,images/words/4121.webp
4122,trailer,7,3.682,noun,remolque,images/words/4122.webp
4123,bulb,4,3.681,noun,bombilla,images/words/4123.webp
4124,shave,5,3.681,verb,afeitar,images/words/4124.webp
4125,grease,6,3.68,noun,grasa,images/words/4125.webp
4126,packaging,9,3.68,noun,embalaje,images/words/4126.webp
4127,thrilling,9,3.679,noun,emocionante,images/words/4127.webp
4128,countless,9,3.679,adjective,innumerable,images/words/4128.webp
4129,allegation,10,3.679,noun,acusación,images/words/4129.webp
4130,alley,5,3.679,noun,callejón,images/words/4130.webp
4131,analyse,7,3.679,verb,analizar,images/words/4131.webp
4132,furry,5,3.678,adjective,peludo/peluda,images/words/4132.webp
4133,critic,6,3.678,noun,crítico/crítica,images/words/4133.webp
4134,drilling,8,3.678,noun,perforación,images/words/4134.webp
4135,pavement,8,3.678,noun,acera,images/words/4135.webp
4136,catastrophe,11,3.677,noun,catástrofe,images/words/4136.webp
4137,picturesque,11,3.677,noun,pintoresco/pintoresca,images/words/4137.webp
4138,thrive,6,3.677,verb,prosperar,images/words/4138.webp
4139,hideous,7,3.677,adjective,horrible,images/words/4139.webp
4140,turmoil,7,3.677,noun,confusión,images/words/4140.webp
4141,opt,3,3.676,verb,optar,images/words/4141.webp
4142,trash,5,3.676,noun,basura,images/words/4142.webp
4143,refund,6,3.676,noun,reembolso,images/words/4143.webp
4144,mythology,9,3.676,noun,mitología,images/words/4144.webp
4145,consecutive,11,3.676,adjective,consecutivo/consecutiva,images/words/4145.webp
4146,wit,3,3.675,noun,ingenio,images/words/4146.webp
4147,cough,5,3.675,noun,tos,images/words/4147.webp
4148,decor,5,3.675,noun,decoración,images/words/4148.webp
4149,greet,5,3.675,verb,saludar,images/words/4149.webp
4150,seller,6,3.675,noun,vendedor/vendedora,images/words/4150.webp
4151,vain,4,3.674,adjective,vanidoso/vanidosa,images/words/4151.webp
4152,blog,4,3.674,noun,blog,images/words/4152.webp
